congress,date,democrats_no,democrats_yes,independent_no,independent_yes,month,republican_no,republican_yes,result,total_no,total_not_voting,total_yes,vote_type,vote_uri,year
107,2001-07-27,0,48,0,1,7,0,39,Agreed to,0,12,88,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/257.json,2001
107,2001-07-27,0,48,0,0,7,0,40,Agreed to,0,12,88,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/256.json,2001
107,2001-07-27,1,46,0,1,7,27,13,Agreed to,28,12,60,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/255.json,2001
107,2001-07-27,1,47,0,1,7,33,9,Agreed to,34,9,57,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/254.json,2001
107,2001-07-27,0,49,0,1,7,30,15,Agreed to,30,5,65,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/253.json,2001
107,2001-07-26,0,50,0,1,7,30,19,Agreed to,30,0,70,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/252.json,2001
107,2001-07-25,0,48,0,1,7,2,47,Passed,2,2,96,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/251.json,2001
107,2001-07-25,0,50,0,1,7,35,14,Agreed to,35,0,65,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/250.json,2001
107,2001-07-25,0,50,0,0,7,8,40,Agreed to,8,2,90,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/249.json,2001
107,2001-07-24,0,50,0,1,7,0,49,Agreed to,0,0,100,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/248.json,2001
107,2001-07-23,0,48,0,1,7,0,47,Agreed to,0,4,96,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/247.json,2001
107,2001-07-20,0,47,0,1,7,0,45,Confirmed,0,7,93,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/246.json,2001
107,2001-07-20,0,49,0,1,7,0,45,Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/245.json,2001
107,2001-07-20,0,48,0,1,7,1,44,Confirmed,1,6,93,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/244.json,2001
107,2001-07-19,0,50,0,1,7,2,46,Confirmed,2,1,97,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/243.json,2001
107,2001-07-19,37,13,0,1,7,0,47,Confirmed,37,2,61,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/242.json,2001
107,2001-07-19,2,47,0,1,7,7,40,Passed,9,3,88,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/241.json,2001
107,2001-07-19,0,50,0,1,7,2,46,Passed,2,1,97,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/240.json,2001
107,2001-07-19,1,49,0,1,7,22,26,Agreed to,23,1,76,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/239.json,2001
107,2001-07-18,1,49,0,1,7,43,6,Agreed to,44,0,56,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/238.json,2001
107,2001-07-18,0,50,0,1,7,0,49,Agreed to,0,0,100,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/237.json,2001
107,2001-07-17,14,36,0,1,7,2,45,Passed,16,1,82,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/236.json,2001
107,2001-07-17,3,47,1,0,7,42,5,Agreed to,46,1,52,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/235.json,2001
107,2001-07-17,8,42,0,1,7,2,45,Agreed to,10,1,88,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/234.json,2001
107,2001-07-12,44,6,1,0,7,42,6,Rejected,87,1,12,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/233.json,2001
107,2001-07-12,2,48,0,1,7,46,3,Agreed to,48,0,52,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/232.json,2001
107,2001-07-12,32,18,1,0,7,0,49,Agreed to,33,0,67,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/231.json,2001
107,2001-07-12,8,41,0,1,7,2,46,Agreed to,10,1,88,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/230.json,2001
107,2001-07-11,46,4,1,0,7,10,38,Rejected,57,1,42,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/229.json,2001
107,2001-07-10,1,49,0,1,7,0,48,Passed,1,1,98,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/228.json,2001
107,2001-07-10,6,44,0,1,7,44,4,Rejected,50,1,49,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/227.json,2001
107,2001-07-10,4,46,0,1,7,12,36,Agreed to,16,1,83,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/226.json,2001
107,2001-07-10,17,33,1,0,7,2,46,Agreed to,20,1,79,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/225.json,2001
107,2001-07-10,21,29,1,0,7,0,48,Agreed to,22,1,77,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/224.json,2001
107,2001-07-10,45,3,1,0,7,48,0,Rejected,94,3,3,1/2,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/223.json,2001
107,2001-07-10,45,3,1,0,7,8,40,Rejected,54,3,43,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/222.json,2001
107,2001-07-10,8,39,1,0,7,45,3,Rejected,54,4,42,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/221.json,2001
107,2001-08-03,2,46,0,1,8,46,2,Rejected,48,3,49,3/5,https://api.propublica.org/congress/v1/107/senate/sessions/1/votes/273.json,2001
